_id,league,time,homeTeam,guestTeam,odd1,oddX,odd2,odd1X,odd12,oddX2,odd0to2,odd3plus,odd4plus
ObjectId(5f5a0abf863543710f9c0e3a),England - League Two,Sat 16:00,Port Vale,Crawley Town,2.00,3.45,3.80,1.27,1.31,1.81,1.90,1.80,3.05
ObjectId(5f5a0abf863543710f9c0e3b),England - League Two,Sat 16:00,Salford City,Exeter,2.10,3.35,3.60,1.29,1.33,1.74,1.80,1.90,3.30
ObjectId(5f5a0abf863543710f9c0e3c),England - League Two,Sat 16:00,Scunthorpe,Newport,2.65,3.10,2.80,1.43,1.36,1.47,1.62,2.15,4.00
ObjectId(5f5a0ac0863543710f9c0e3d),England - League Two,Sat 16:00,Southend,Harrogate T.,2.35,3.30,3.05,1.37,1.33,1.59,1.80,1.90,3.30
ObjectId(5f5a0ac0863543710f9c0e3e),England - League Two,Sat 16:00,Walsall,Grimsby,2.20,3.35,3.35,1.33,1.33,1.68,1.76,1.95,3.45
ObjectId(5f5a0ac0863543710f9c0e3f),England - Premier Women,Sun 14:00,Everton W,Tottenham W,3.30,3.70,1.90,1.74,1.21,1.26,1.75,1.85,3.10
ObjectId(5f5a0ac0863543710f9c0e40),Estonia - Esiliiga,Thu 17:00,Maardu,Parnu Jalgpalliklubi,1.22,6.25,9.50,-,-,3.75,3.20,1.25,1.65
ObjectId(5f5a0ac1863543710f9c0e41),Estonia - Meistriliiga,Sat 15:00,Tulevik V.,Paide,11.0,6.25,1.20,3.95,1.08,-,2.55,1.45,2.05
ObjectId(5f5a0ac1863543710f9c0e42),Estonia - Meistriliiga,Sun 12:00,Tallinn JK Legion,Trans Narva,3.35,3.40,2.05,1.69,1.27,1.28,2.55,1.45,2.10
ObjectId(5f5a0ac1863543710f9c0e43),Estonia - Meistriliiga,Sun 14:00,Kuressaare,Levadia Tallinn,13.0,7.50,1.15,4.70,1.06,-,3.55,1.25,1.65
ObjectId(5f5a0ac1863543710f9c0e44),Finland  3  A,Thu 17:30,Mikkelin Kissat,Kultsu,1.32,5.10,7.25,1.05,1.12,2.95,2.70,1.35,1.92
ObjectId(5f5a0ac1863543710f9c0e45),Finland  3  A,Thu 17:30,Pepo,Reipas Lahti,1.65,4.00,4.20,1.17,1.18,2.05,2.25,1.50,2.20
ObjectId(5f5a0ac2863543710f9c0e46),Finland  3  A,Fri 17:30,PK-35,PKKU,1.17,7.25,10.5,-,1.05,4.20,3.20,1.25,1.65
ObjectId(5f5a0ac2863543710f9c0e47),Finland - Veikkausliiga,Thu 17:30,Hifk,Helsinki,5.50,3.80,1.65,2.25,1.27,1.15,1.85,1.85,3.15
ObjectId(5f5a0ac2863543710f9c0e48),Finland - Veikkausliiga,Thu 17:30,Hifk,Helsinki,5.80,4.00,1.75,2.37,1.34,1.22,1.95,1.95,3.35
ObjectId(5f5a0ac2863543710f9c0e49),Finland - Veikkausliiga,Sat 16:00,Haka,SJK,2.70,3.25,2.65,1.47,1.34,1.46,1.85,1.85,3.15
ObjectId(5f5a0ac2863543710f9c0e4a),Finland - Veikkausliiga,Sat 16:00,RoPS,Honka,7.25,4.00,1.50,2.55,1.24,1.09,1.80,1.90,3.30
ObjectId(5f5a0ac3863543710f9c0e4b),Finland - Veikkausliiga,Sun 17:30,Ilves,Helsinki,3.90,3.50,1.95,1.84,1.30,1.25,1.96,1.75,2.90
ObjectId(5f5a0ac3863543710f9c0e4c),Finland - Veikkausliiga,Mon 17:00,TPS,Mariehamn,2.75,3.30,2.55,1.50,1.32,1.44,1.96,1.75,2.90
ObjectId(5f5a0ac3863543710f9c0e4d),Finland - Veikkausliiga,Mon 17:30,Hifk,Inter Turku,4.10,3.40,1.95,1.86,1.32,1.24,1.72,2.00,3.60
ObjectId(5f5a0ac3863543710f9c0e4e),Finland - Veikkausliiga,Mon 17:30,Lahti,Kups,4.10,3.50,1.90,1.89,1.30,1.23,1.96,1.75,2.90
ObjectId(5f5a0ac4863543710f9c0e4f),Finland - Ykkonen,Fri 17:30,Mikkelin Palloilijat,Jaro,3.35,3.40,2.05,1.69,1.27,1.28,2.41,1.50,2.20
ObjectId(5f5a0ac4863543710f9c0e50),Finland - Ykkonen,Sat 14:00,Gnistan,Kajaani,2.95,3.35,2.25,1.57,1.28,1.35,2.41,1.50,2.20
ObjectId(5f5a0ac4863543710f9c0e51),Finland - Ykkonen,Sat 14:00,SJK II,AC Oulu,9.50,5.70,1.25,3.55,1.10,1.03,2.70,1.40,1.95
ObjectId(5f5a0ac4863543710f9c0e52),Finland - Ykkonen,Sat 15:00,E.I.F.,KPV,2.05,3.40,3.35,1.28,1.27,1.69,2.19,1.60,2.50
ObjectId(5f5a0ac4863543710f9c0e53),Finland - Ykkonen,Sat 16:00,Musa,KTP,2.90,3.30,2.30,1.54,1.28,1.36,2.29,1.55,2.35
ObjectId(5f5a0ac5863543710f9c0e54),Finland - Ykkonen,Sat 16:00,MyPa,VPS,4.70,3.60,1.70,2.04,1.25,1.15,2.29,1.55,2.35
ObjectId(5f5a0ac5863543710f9c0e55),Finland 1 Women,Sat 14:00,Honka W,TPS W,1.08,9.00,20.0,-,1.02,6.20,2.15,1.55,2.30
ObjectId(5f5a0ac5863543710f9c0e56),Finland 3 B,Fri 17:00,Atlantis,Grifk,2.15,3.70,2.80,1.36,1.22,1.59,2.37,1.45,2.10
ObjectId(5f5a0ac5863543710f9c0e57),Finland 3 C,Fri 17:00,GBK,Kiisto,1.23,6.00,9.00,1.02,1.08,3.60,2.70,1.35,1.87
ObjectId(5f5a0ac5863543710f9c0e58),Finland 3 C,Fri 17:30,JBK,VIFK,1.60,4.20,4.30,1.16,1.17,2.12,2.37,1.45,2.10
ObjectId(5f5a0ac6863543710f9c0e59),France - Ligue 1 Women,Fri 18:30,Montpellier W,Guingamp W,1.33,4.70,7.50,1.04,1.13,2.85,2.15,1.55,2.35
ObjectId(5f5a0ac6863543710f9c0e5a),France - Ligue 2,Sat 15:00,Guingamp,Le Havre,2.00,3.30,4.00,1.25,1.33,1.81,1.53,2.35,4.60
ObjectId(5f5a0ac6863543710f9c0e5b),France - Ligue 2,Sat 19:00,Ajaccio,Dunkerque,2.10,3.05,4.00,1.24,1.38,1.73,1.47,2.50,5.00
ObjectId(5f5a0ac6863543710f9c0e5c),France - Ligue 2,Sat 19:00,Amiens,Paris ,2.30,3.10,3.35,1.32,1.36,1.61,1.55,2.30,4.40
ObjectId(5f5a0ac6863543710f9c0e5d),France - Ligue 2,Sat 19:00,Auxerre,Clermont,2.40,3.00,3.30,1.33,1.39,1.57,1.53,2.35,4.60
ObjectId(5f5a0ac7863543710f9c0e5e),France - Ligue 2,Sat 19:00,Chambly,Grenoble,2.95,3.00,2.60,1.49,1.38,1.39,1.53,2.35,4.60
ObjectId(5f5a0ac7863543710f9c0e5f),France - Ligue 2,Sat 19:00,Niort,Nancy,2.90,3.00,2.65,1.47,1.38,1.41,1.53,2.35,4.60
ObjectId(5f5a0ac7863543710f9c0e60),France - Ligue 2,Sat 19:00,Rodez ,Caen,2.90,3.00,2.65,1.47,1.38,1.41,1.53,2.35,4.60
ObjectId(5f5a0ac7863543710f9c0e61),France - Ligue 2,Sat 19:00,Troyes,Pau,1.75,3.45,5.20,1.16,1.31,2.07,1.55,2.30,4.40
ObjectId(5f5a0ac8863543710f9c0e62),France - Ligue 2,Sat 19:00,Valenciennes,Chateauroux,2.15,3.10,3.80,1.27,1.37,1.71,1.60,2.20,4.20
ObjectId(5f5a0ac8863543710f9c0e63),France National,Fri 20:00,Avranches,Bastia Borgo,2.15,3.00,3.50,1.25,1.33,1.62,1.55,2.30,4.30
ObjectId(5f5a0ac8863543710f9c0e64),France National,Fri 20:00,Bastia,Bourg Peronnas,1.95,3.30,3.80,1.23,1.29,1.77,1.62,2.15,3.90
ObjectId(5f5a0ac8863543710f9c0e65),France National,Fri 20:00,Boulogne,Le Mans,2.15,3.05,3.50,1.26,1.33,1.63,1.60,2.20,4.10
ObjectId(5f5a0ac8863543710f9c0e66),France National,Fri 20:00,Cholet,Laval,2.45,3.00,2.95,1.35,1.34,1.49,1.62,2.15,3.90
ObjectId(5f5a0ac9863543710f9c0e67),France National,Fri 20:00,Red Star 93,Villefranche,2.35,3.00,3.10,1.32,1.34,1.52,1.60,2.20,4.10
ObjectId(5f5a0ac9863543710f9c0e68),France National,Fri 20:00,Sporting Lyon,Creteil,2.45,3.00,2.95,1.35,1.34,1.49,1.60,2.20,4.10
ObjectId(5f5a0ac9863543710f9c0e69),France National,Mon 18:45,Quevilly,Sete,2.45,2.90,3.05,1.33,1.36,1.49,1.53,2.35,4.50
ObjectId(5f5a0ac9863543710f9c0e6a),Friendly,Thu 15:00,Genoa,Carrarese,1.40,4.50,6.25,1.07,1.14,2.60,2.25,1.50,2.20
ObjectId(5f5a0ac9863543710f9c0e6b),Friendly,Thu 15:00,Genoa,Carrarese,1.50,4.85,6.70,1.15,1.23,2.80,2.45,1.65,2.35
ObjectId(5f5a0aca863543710f9c0e6c),Friendly,Thu 16:30,Cesena,Imolese,2.15,3.70,2.80,1.36,1.22,1.59,1.91,1.70,2.70
ObjectId(5f5a0aca863543710f9c0e6d),Friendly,Thu 16:30,Cesena,Imolese,2.25,3.85,2.90,1.42,1.27,1.65,2.00,1.75,2.80
ObjectId(5f5a0aca863543710f9c0e6e),Friendly,Thu 16:30,Gubbio,Ternana,2.45,3.60,2.45,1.46,1.23,1.46,1.71,1.90,3.25
ObjectId(5f5a0aca863543710f9c0e6f),Friendly,Thu 17:30,Parma,Pro Sesto,1.20,6.50,9.50,-,1.07,3.85,3.20,1.25,1.65
ObjectId(5f5a0acb863543710f9c0e70),Friendly,Thu 18:00,Fano,Ascoli,3.70,3.80,1.75,1.87,1.19,1.20,1.85,1.75,2.85
ObjectId(5f5a0acb863543710f9c0e71),Friendly,Thu 18:00,Fano,Ascoli,3.90,4.00,1.85,1.97,1.25,1.26,1.95,1.85,3.00
ObjectId(5f5a0acb863543710f9c0e72),Georgia - Erovnuli Liga,Sat 19:00,Dinamo Batumi,Dinamo Tibilisi,3.05,3.25,2.25,1.57,1.29,1.33,1.90,1.80,3.00
ObjectId(5f5a0acb863543710f9c0e73),Germany - 1. Bundesliga Women,Fri 19:15,Leverkusen W,Duisburg W,2.20,3.70,2.70,1.38,1.21,1.56,2.06,1.60,2.50
ObjectId(5f5a0acb863543710f9c0e74),Germany 3,18.09. Fri 17:45,K'lautern,Dinamo Dresden,2.55,3.15,2.70,1.41,1.31,1.45,1.85,1.85,3.10
ObjectId(5f5a0acc863543710f9c0e75),Germany 3,19.09. Sat 14:00,Bayern II,Turkucu,2.10,3.30,3.30,1.28,1.28,1.65,1.90,1.80,3.00
ObjectId(5f5a0acc863543710f9c0e76),Germany 3,19.09. Sat 14:00,Hansa,Duisburg,2.00,3.30,3.60,1.25,1.29,1.72,1.80,1.90,3.25
ObjectId(5f5a0acc863543710f9c0e77),Germany 3,19.09. Sat 14:00,Lubeck,Saarbrucken,2.45,3.20,2.80,1.39,1.31,1.49,1.85,1.85,3.10
ObjectId(5f5a0acc863543710f9c0e78),Germany 3,19.09. Sat 14:00,SV Meppen,Munchen 1860,2.30,3.25,2.95,1.35,1.29,1.55,1.90,1.80,3.00
ObjectId(5f5a0acc863543710f9c0e79),Germany 3,19.09. Sat 14:00,Wehen,Verl,1.75,3.50,4.50,1.17,1.26,1.97,2.03,1.70,2.70
ObjectId(5f5a0acd863543710f9c0e7a),Germany 3,19.09. Sat 14:00,Zwickau,Unterhaching,2.35,3.25,2.90,1.36,1.30,1.53,1.96,1.75,2.85
ObjectId(5f5a0acd863543710f9c0e7b),Germany 3,20.09. Sun 14:00,Ingolstadt,Uerdingen,1.75,3.50,4.50,1.17,1.26,1.97,2.03,1.70,2.70
ObjectId(5f5a0acd863543710f9c0e7c),Germany 3,20.09. Sun 14:00,Magdeburg,Hallescher,2.15,3.10,3.40,1.27,1.32,1.62,1.69,2.05,3.70
ObjectId(5f5a0acd863543710f9c0e7d),Germany 3,21.09. Mon 19:00,Mannheim,Victoria Koln,2.20,3.30,3.10,1.32,1.29,1.60,2.19,1.60,2.50
ObjectId(5f5a0ace863543710f9c0e7e),Greece - Cup,Sat 20:00,AEK,Olympiakos,2.75,3.05,2.55,1.45,1.32,1.39,1.69,2.05,3.70
ObjectId(5f5a0ace863543710f9c0e7f),Greece - Super League,Fri 17:15,Aris,Lamia,1.55,3.80,7.00,1.10,1.27,2.46,1.69,2.05,3.80
ObjectId(5f5a0ace863543710f9c0e80),Greece - Super League,Fri 19:30,PAOK,Larisa,1.28,5.50,11.0,1.04,1.15,3.65,2.11,1.65,2.65
ObjectId(5f5a0ace863543710f9c0e81),Greece - Super League,Sat 17:00,OFI,Panetolikos,1.85,3.45,4.50,1.20,1.31,1.95,1.69,2.05,3.80
ObjectId(5f5a0ace863543710f9c0e82),Greece - Super League,Sun 17:30,Atromitos,Volos NPS,1.62,3.70,6.00,1.13,1.28,2.29,1.72,2.00,3.60
ObjectId(5f5a0acf863543710f9c0e83),Greece - Super League,Sun 19:30,Asteras Tripolis,Panathinaikos,2.90,3.05,2.60,1.49,1.37,1.40,1.60,2.20,4.20
ObjectId(5f5a0acf863543710f9c0e84),Hungary - NB1,Fri 20:00,Ferencvaros,Paksi,1.25,5.50,10.0,-,1.11,3.55,2.19,1.60,2.45
ObjectId(5f5a0acf863543710f9c0e85),Hungary - NB1,Sat 14:45,Mezokovesd,Budafoki,1.65,3.60,5.10,1.13,1.25,2.11,1.85,1.85,3.10
ObjectId(5f5a0acf863543710f9c0e86),Hungary - NB1,Sat 17:00,Diosgyor,Honved,2.30,3.25,2.95,1.35,1.29,1.55,1.96,1.75,2.85
ObjectId(5f5a0acf863543710f9c0e87),Hungary - NB1,Sat 19:30,Fehervar,Puskas,1.70,3.50,4.80,1.14,1.26,2.02,2.03,1.70,2.70
ObjectId(5f5a0ad0863543710f9c0e88),Hungary - NB1,Sun 15:00,Ujpest,Kisvarda,1.90,3.30,4.00,1.21,1.29,1.81,1.62,2.15,3.90
ObjectId(5f5a0ad0863543710f9c0e89),Hungary - NB1,Sun 17:30,MTK,Zalaegerszeg,2.00,3.35,3.50,1.25,1.27,1.71,1.90,1.80,3.00
ObjectId(5f5a0ad0863543710f9c0e8a),ISLAND  3,Sun 18:00,Throttur V.,KF Fjallabyggd,1.85,3.80,3.35,1.24,1.19,1.78,2.37,1.45,2.10
ObjectId(5f5a0ad0863543710f9c0e8b),Iceland  -  Cup,Thu 18:30,Hafnarfjordur,Stjarnan,2.40,3.60,2.50,1.44,1.22,1.48,1.98,1.65,2.65
ObjectId(5f5a0ad0863543710f9c0e8c),Iceland  -  Cup,Thu 18:30,Hafnarfjordur,Stjarnan,2.50,3.75,2.60,1.50,1.27,1.54,2.05,1.70,2.75
ObjectId(5f5a0ad1863543710f9c0e8d),Iceland  -  Cup,Thu 21:15,Breidablik,KR Reykjavik,2.15,3.70,2.80,1.36,1.22,1.59,2.50,1.40,1.97
ObjectId(5f5a0ad1863543710f9c0e8e),Iceland  -  Cup,Thu 21:15,Breidablik,KR Reykjavik,2.25,3.85,2.90,1.42,1.27,1.65,2.60,1.45,2.05
ObjectId(5f5a0ad1863543710f9c0e8f),Iceland  -  Cup,Thu 21:15,Valur,Hk Kopavogur,1.37,4.60,7.00,1.06,1.15,2.75,2.50,1.40,1.97
ObjectId(5f5a0ad1863543710f9c0e90),Iceland  -  Cup,Thu 21:15,Valur,Hk Kopavogur,1.50,4.95,7.50,1.15,1.25,2.95,2.70,1.50,2.15
ObjectId(5f5a0ad2863543710f9c0e91),Iceland - Urvalsdeild,Sun 16:00,KR Reykjavik,Stjarnan,2.05,3.40,3.35,1.28,1.27,1.69,2.41,1.50,2.20
ObjectId(5f5a0ad2863543710f9c0e92),Iceland - Urvalsdeild,Sun 18:00,Ka Akureyri,Fylkir,2.45,3.25,2.75,1.40,1.30,1.49,2.11,1.65,2.65
ObjectId(5f5a0ad2863543710f9c0e93),Iceland - Urvalsdeild,Sun 18:30,Hafnarfjordur,Breidablik,2.85,3.40,2.30,1.55,1.27,1.37,2.90,1.35,1.92
ObjectId(5f5a0ad2863543710f9c0e94),Iceland - Urvalsdeild,Sun 21:15,Hk Kopavogur,Akranes,2.40,3.40,2.70,1.41,1.27,1.50,2.90,1.35,1.92
ObjectId(5f5a0ad2863543710f9c0e95),Iceland - Urvalsdeild,Sun 22:00,Valur,Vikingur,1.85,3.50,3.90,1.21,1.25,1.84,2.41,1.50,2.20
ObjectId(5f5a0ad3863543710f9c0e96),Iceland - Urvalsdeild,Mon 21:15,Grotta,Fjolnir,2.70,3.30,2.45,1.49,1.28,1.41,2.55,1.45,2.10
ObjectId(5f5a0ad3863543710f9c0e97),Ireland - First Division,Fri 20:45,Cabinteely,Athlone,1.22,6.25,10.0,1.02,1.09,3.85,2.70,1.40,1.95
ObjectId(5f5a0ad3863543710f9c0e98),Ireland - First Division,Fri 20:45,Galway,Shamrock II,1.47,4.00,6.75,1.07,1.21,2.50,1.90,1.80,3.00
ObjectId(5f5a0ad3863543710f9c0e99),Ireland - First Division,Fri 20:45,Wexford,Bray,7.50,4.30,1.40,2.70,1.18,1.06,2.11,1.65,2.65
ObjectId(5f5a0ad3863543710f9c0e9a),Ireland - First Division,Sat 20:00,Cobh Ramblers,UCD,2.55,3.25,2.60,1.43,1.29,1.44,2.11,1.65,2.65
ObjectId(5f5a0ad4863543710f9c0e9b),Ireland - First Division,Sat 20:30,Longford,Drogheda,2.45,3.25,2.75,1.40,1.30,1.49,2.11,1.65,2.65
ObjectId(5f5a0ad4863543710f9c0e9c),Ireland - Premier League,Fri 18:45,Bohemians D.,Waterford,1.75,3.35,4.70,1.15,1.28,1.96,1.60,2.20,4.10
ObjectId(5f5a0ad4863543710f9c0e9d),Ireland - Premier League,Fri 21:00,Dundalk,Shelbourne,1.50,3.90,6.25,1.08,1.21,2.40,1.90,1.80,3.00
ObjectId(5f5a0ad4863543710f9c0e9e),Ireland - Premier League,Sat 15:00,Cork City,Shamrock,10.0,4.70,1.30,3.20,1.15,1.02,1.80,1.90,3.20
ObjectId(5f5a0ad5863543710f9c0e9f),Ireland - Premier League,Sat 18:00,St.Patrick's,Sligo,1.85,3.25,4.30,1.18,1.29,1.85,1.53,2.35,4.50
ObjectId(5f5a0ad5863543710f9c0ea0),Ireland - Premier League,Sun 18:00,Finn Harps,Derry City,4.50,3.30,1.80,1.90,1.29,1.16,1.53,2.35,4.50
ObjectId(5f5a0ad5863543710f9c0ea1),Israel - Liga Leumit,Thu 19:30,Hapoel Ikhsal,Hapoel R.G.,3.20,3.10,2.25,1.57,1.32,1.30,1.69,2.05,3.70
ObjectId(5f5a0ad5863543710f9c0ea2),Israel - Liga Leumit,Thu 19:30,Hapoel Kfar Shalem,Hapoel Katamon,3.30,3.00,2.25,1.57,1.34,1.29,1.60,2.20,4.10
ObjectId(5f5a0ad5863543710f9c0ea3),Israel - Liga Leumit,Thu 19:30,Hapoel P.T.,Ironi Ramat,2.50,3.00,2.90,1.36,1.34,1.47,1.60,2.20,4.10
ObjectId(5f5a0ad6863543710f9c0ea4),Israel - Liga Leumit,Thu 19:30,Hapoel Umm Al Fahm,Beitar T.A.,2.15,3.15,3.35,1.28,1.31,1.62,1.72,2.00,3.50
ObjectId(5f5a0ad6863543710f9c0ea5),Israel - Liga Leumit,Thu 19:30,Sektzia,Hapoel Akko,2.10,3.15,3.50,1.26,1.31,1.66,1.69,2.05,3.70
ObjectId(5f5a0ad6863543710f9c0ea6),Israel - Liga Leumit,Mon 18:00,Kfar Kasem,Maccabi Naz.,2.95,3.00,2.45,1.49,1.34,1.35,1.60,2.20,4.10
ObjectId(5f5a0ad6863543710f9c0ea7),Japan - J1 League,Sat 11:00,Shimizu SP,Kashima A.,4.60,3.60,1.80,2.02,1.29,1.20,2.29,1.55,2.40
ObjectId(5f5a0ad6863543710f9c0ea8),Japan - J1 League,Sat 12:00,Vissel Kobe,Tokyo,3.25,3.45,2.20,1.67,1.31,1.34,2.11,1.65,2.70
ObjectId(5f5a0ad7863543710f9c0ea9),Japan - J1 League,Sun 06:05,Sapporo,Urawa RD,2.50,3.35,2.80,1.43,1.32,1.53,2.11,1.65,2.70
ObjectId(5f5a0ad7863543710f9c0eaa),Japan - J1 League,Sun 11:00,Vegalta Sendai,Oita Trinita,2.20,3.30,3.40,1.32,1.34,1.67,1.72,2.00,3.60
ObjectId(5f5a0ad7863543710f9c0eab),Japan - J1 League,Sun 11:00,Yokohama FC,Nagoya GE,3.80,3.45,2.00,1.81,1.31,1.27,2.03,1.70,2.75
ObjectId(5f5a0ad7863543710f9c0eac),Japan - J1 League,Sun 11:30,Kawasaki F.,Sanfrecce Hiroshima,1.50,4.40,6.25,1.12,1.21,2.55,2.70,1.40,2.00
ObjectId(5f5a0ad7863543710f9c0ead),Japan - J1 League,Sun 11:45,Sangan,Kashiwa R.,3.35,3.35,2.20,1.68,1.33,1.33,1.85,1.85,3.15
ObjectId(5f5a0ad8863543710f9c0eae),Japan - J1 League,Sun 12:00,Gamba Osaka,Bellmare S.,1.55,4.10,6.00,1.12,1.23,2.44,2.11,1.65,2.70
ObjectId(5f5a0ad8863543710f9c0eaf),Japan - J1 League,Sun 12:00,Yokohama F.Marinos,Cerezo Osaka,2.20,3.45,3.25,1.34,1.31,1.67,2.41,1.50,2.25
ObjectId(5f5a0ad8863543710f9c0eb0),Japan - J2 League,Sat 12:00,Ehime,JEF United,2.55,3.10,2.75,1.40,1.32,1.46,1.76,1.95,3.40
ObjectId(5f5a0ad8863543710f9c0eb1),Japan - J2 League,Sat 12:00,Tokushima,Kanazawa,1.85,3.45,4.00,1.20,1.26,1.85,1.90,1.80,3.00
ObjectId(5f5a0ad9863543710f9c0eb2),Japan - J2 League,Sun 11:00,Fukuoka,M.Zelvia,2.50,2.95,2.95,1.35,1.35,1.48,1.55,2.30,4.30
ObjectId(5f5a0ad9863543710f9c0eb3),Japan - J2 League,Sun 11:00,Okayama,Kofu,2.60,3.00,2.75,1.39,1.34,1.43,1.62,2.15,3.90
ObjectId(5f5a0ad9863543710f9c0eb4),Japan - J2 League,Sun 11:00,Tochigi,Yamaga,2.25,2.90,3.45,1.27,1.36,1.58,1.41,2.70,5.30
ObjectId(5f5a0ad9863543710f9c0eb5),Japan - J2 League,Sun 11:00,Tokyo Verdy,Kusatsu,1.80,3.45,4.30,1.18,1.27,1.91,1.85,1.85,3.10
ObjectId(5f5a0ad9863543710f9c0eb6),Japan - J2 League,Sun 11:00,V-Varen Nagasaki ,Jubilo Iwata,2.70,3.00,2.65,1.42,1.34,1.41,1.80,1.90,3.25
ObjectId(5f5a0ada863543710f9c0eb7),Japan - J2 League,Sun 11:30,Kyoto Purple Sanga,Ryukyu,1.70,3.50,4.80,1.14,1.26,2.02,1.96,1.75,2.85
ObjectId(5f5a0ada863543710f9c0eb8),Japan - J2 League,Sun 12:00,Giravanz,Albirex Niigata,2.60,3.20,2.60,1.43,1.30,1.43,1.96,1.75,2.85
ObjectId(5f5a0ada863543710f9c0eb9),Japan - J2 League,Sun 12:00,Mito Hollyhock,Yamaguchi,1.85,3.45,4.00,1.20,1.26,1.85,2.03,1.70,2.70
ObjectId(5f5a0ada863543710f9c0eba),Japan - J2 League,Sun 12:00,Omiya Ardija,Yamagata,2.25,3.05,3.25,1.29,1.33,1.57,1.62,2.15,3.90
ObjectId(5f5a0ada863543710f9c0ebb),Japan - J3 League,Sat 06:00,Grulla Morioka,Yokohama SK,2.45,3.25,2.75,1.40,1.30,1.49,2.11,1.65,2.65
ObjectId(5f5a0adb863543710f9c0ebc),Japan - J3 League,Sat 10:00,Fujieda,Kamatamare,1.62,3.60,5.30,1.12,1.24,2.14,1.85,1.85,3.10
ObjectId(5f5a0adb863543710f9c0ebd),Japan - J3 League,Sat 11:30,Toyama,Gamba M23,1.75,3.50,4.50,1.17,1.26,1.97,2.11,1.65,2.65
ObjectId(5f5a0adb863543710f9c0ebe),Japan - J3 League,Sat 12:00,Gainare Tottori,Azul Klaro,2.05,3.30,3.45,1.26,1.29,1.69,1.85,1.85,3.10
ObjectId(5f5a0adb863543710f9c0ebf),Japan - J3 League,Sat 12:00,Kumamoto,Sagamihara,1.95,3.35,3.70,1.23,1.28,1.76,1.90,1.80,3.00
ObjectId(5f5a0adc863543710f9c0ec0),Japan - J3 League,Sun 06:00,Vanraure,Gifu,2.45,3.20,2.80,1.39,1.31,1.49,1.90,1.80,3.00
ObjectId(5f5a0adc863543710f9c0ec1),Japan - J3 League,Sun 08:00,Fukushima,Kagoshima,3.05,3.25,2.25,1.57,1.29,1.33,1.96,1.75,2.85
ObjectId(5f5a0adc863543710f9c0ec2),Japan - J3 League,Sun 08:00,Imabari,Blaublitz,2.70,3.15,2.55,1.45,1.31,1.41,1.80,1.90,3.25
ObjectId(5f5a0adc863543710f9c0ec3),Jordan - Premier League,Thu 18:30,Al Wihdat,Al Ramtha,1.55,3.90,5.60,1.11,1.21,2.30,2.11,1.65,2.65
ObjectId(5f5a0adc863543710f9c0ec4),Kazakhstan - Premier League,Fri 12:00,Zhetysu,Okzhetpes ,1.85,3.35,4.10,1.19,1.27,1.84,1.69,2.05,3.70
ObjectId(5f5a0add863543710f9c0ec5),Kazakhstan - Premier League,Fri 17:00,Karagandy,Taraz,2.00,3.25,3.70,1.24,1.30,1.73,1.62,2.15,3.90
ObjectId(5f5a0add863543710f9c0ec6),Kazakhstan - Premier League,Sat 11:00,Ordabasy S.,Astana,4.30,3.40,1.80,1.90,1.27,1.18,1.80,1.90,3.25
ObjectId(5f5a0add863543710f9c0ec7),Kazakhstan - Premier League,Sat 13:00,Tobol Kostanay,Kyzylzhar,1.70,3.45,4.90,1.14,1.26,2.02,1.72,2.00,3.50
ObjectId(5f5a0add863543710f9c0ec8),Kazakhstan - Premier League,Sat 16:00,Kairat Almaty,Kyzylorda,1.60,3.70,5.40,1.12,1.23,2.20,1.80,1.90,3.25
